Sno,ratings,review
695,5,Switched from Android to Ios. Had a Great Experience. Just loved it❤️❤️🎉READ MORE
696,5,"Super Buy. Phone is super fast though RAM size in paper less than competitors. Display super immersive, can use for hours without any eye strain. PREMIUM 5 STAR PRODUCT ANYDAY !READ MORE"
697,5,"Excellent phoneThe phone is all what you need and more. I love the face ID and how sensitive it is in this phone, it keeps my wallet secure and at the same time it works in least light possible. The camera is brilliant, with cinematic mode every picture is really beautiful, dont need to be a pro ;) The sound quality is perfect Now its time for business Notes allow me to take pictures of docs and turn it into PDF, and copy form an image and send it via email or paste it anywhere else. I can g...READ MORE"
698,5,"Camera quality, performance, battery ,everything is up to mark.READ MORE"
699,5,Superb CameraREAD MORE
700,5,Just loved this phone.READ MORE
701,3,"In comparison with an android phone, the only thing that bothers me is the UI. It is not so easy to use. There are some some handy features but overall it is not so user friendly. It is also very buggy, especially with the whatsapp. Camera is good but it has little manual control option.It heats up a lot, even in normal usage. And while gaming you can fry an egg on it.Battery is life is decent. It looks great though, simple and clean body design.READ MORE"
702,5,NICE EXPERIENCE OF USING FIRST IOS DEVICE CAMERA IS JUST KILLING DISPLAY IS VERY BRIGHT AND SMOOTH BATTERY IS OVERALL NORMAL ❤️READ MORE
703,5,"Upgraded from 7 plus to 13,It has vibrant display clarity Battery tooooo good,Video smoothness and picture quality Everything is good, price worthy🔥🔥🔥READ MORE"
704,5,Got it in 2 days.so happy with the phone.starlight white is classy n suberb. That premium look is exquisite.Flawless ui... better battery backup.I am satisfied with the purchase.There is no phone like an iPhone :)READ MORE
705,5,FIRST ONE TO REVIEW THIS... BUY IT...ITS IPHONE ..IT JUST WORKSREAD MORE
706,5,"The new iPhone’s display is brighter than its predecessor’s. The battery life is longer. And Apple has improved an already great camera with new sensors and computational photography features that make you feel like a pro (even on a non-Pro phone).Yes, the A15 Bionic powering the iPhone 13 is once again the fastest chip in the land. But it’s more about what this chip lets you do. This includes Cinematic mode, which adds depth of field to your videos while automatically shifting focus, and Ph...READ MORE"
707,5,Permofatic iphone and battery is really great as I am using i6 and i12pmax. I feel the battery performance is bigger than i12pmax. A compact and handy design. Though I missed i13mini in sale but overall a good iphone 13. Go with this type of back covers too.READ MORE
708,5,"This is My first I Phone  yet i am using an android. But my experience of using an iPhone is awesome the camera quality, Display touch and response time. But there is only 1 Bad things about this is it is little bit expensive 😂😂😂READ MORE"
709,5,Camera  is superb 🫡❤️READ MORE
710,5,Superb camera experience 😍READ MORE
711,5,niceREAD MORE
712,5,Worth it for iphone lover. Especially i am in love with camera❤️READ MORE
713,5,Tq so much ❤️🥰READ MORE
714,5,"This is my first Apple product and it's the best decision to switch from Android to ios, the camera is decent, and also the phone is compact performance and the battery is also good.READ MORE"
715,5,Camera quality is superbREAD MORE
716,5,Great performance 🥰READ MORE
717,5,LovelyREAD MORE
718,4,The performance really smooth its.my frst time experience on this beast. I loved the color. Its really amazing and fabulaous and ofcoz.the camera is just awesoomeeeREAD MORE
719,5,Satisfied All Specifications are good Especially Display and Camera💯🎉📱❤️🔥Slightly geting warmREAD MORE
720,5,No words to say... Everybody knows...  Hey siriREAD MORE
721,5,❤️next level deviceREAD MORE
722,5,super duperREAD MORE
723,5,I love this iphone 13READ MORE
724,5,I write write review after 5 days1:-Genuine product came2:-Camera quality awesome3:-Battery performance 10/104:-Design awesomeOver all no phone to 13 series5:- No fraud Flipkart send always genuine productREAD MORE
725,5,Iphone Is iPhoneREAD MORE
726,3,"Heating and lagging is started after 5-6 days other than its good,also good battery backup and fast charging 🤺 If heat and lag not matters for you than close your eyes and order itREAD MORE"
727,1,Too much signal issue arising /Signal IC problem or Repaired model sentHeating problem observed only Best in camera remaining all not satisfied 👎🏼READ MORE
728,5,Best !READ MORE
729,5,Its very good for gaming you can record and play bgmi very easily.. Without any frame drops and lagssREAD MORE
730,3,"Point to point review out of 5:Back camera: 1Back camera portrait: 2Front camera portrait: 3 (has many dramatic modes)Overall camera performance is inferior to any entry level smartphones. Excessive image processing and AI actually ruins the final image quality. Images are lack of details and sharpness. Overrated.Image stabilization in video is good enough, but comparable to any smartphones in the similar price range.Battery: 4Charging: 5Display: 5iOS handling: 4 (many handy optio...READ MORE"
731,5,Phone is osam Camera mind blowingREAD MORE
732,1,product is awsomeREAD MORE
733,5,Phone is good in all way. except sometime heating problem while using the Game.  overall battery performance is awesomeREAD MORE
734,4,FRONT CAMERA VERY POOR ANDROID HAVE GOOD CAMERA BETTER THEN IPHONES FRONT CAMERA 😿 UNBETABLE PERFORMANCE 🚀❤️🫶READ MORE
735,5,Excellent mobile and seamless performance.READ MORE
736,4,"Well, moved to iphone from Android. Everything is good and sound. I just really miss the fast charging and 120hz display. Other than than I am satisfied.READ MORE"
737,5,Happy with the battery and the device Cinematic and the camera really osmREAD MORE
738,5,"Worst OS ever used in my Life Fake Camera lol ois in camera picture quality is poor compare to android flagship, i will sold after one year.  made foolsREAD MORE"
739,5,Apple i phone 13 really awesome performance processor was really awesome all over performance is very goodREAD MORE
